,data_transakcji,data_księgowania,dane_kontrahenta,tytuł,nr_rachunku,nazwa_banku,nr_transakcji,kwota_transakcji_(waluta_rachunku),waluta,konto,saldo_po_transakcji,waluta_salda,red_flag
980,2024-11-26,2024-11-28,Urząd Skarbowy,Płatność Urząd Skarbowy,PL76676804940188668788774644,Millennium,4266280363,-7863.08,PLN,Konto w USD,-26326562.78,PLN,0
981,2024-12-02,2024-12-03,Firma XYZ,Płatność Firma XYZ,PL64518033962343816735102387,PKO BP,1405877559,7490.2,PLN,Wspólne,-26319072.58,PLN,0
982,2024-12-06,2024-12-07,Vattenfall,Płatność Vattenfall,PL99484182936040546164863667,Millennium,1393300234,-248.01,PLN,Konto w EUR,-26319320.59,PLN,0
983,2024-12-07,2024-12-07,Santander Leasing,Płatność Santander Leasing,PL50447879971405318358687439,PKO BP,1508316744,-2221.78,PLN,Konto w USD,-26321542.37,PLN,0
984,2024-12-08,2024-12-08,Amazon,Płatność Amazon,PL83323134544842174864115069,ING,5028537863,-387.45,USD,Konto w USD,-26321929.82,USD,0
985,2024-12-14,2024-12-15,Vattenfall,Płatność Vattenfall,PL22868911584048767529014184,Santander,8415739509,-243.89,PLN,Konto w EUR,-26322173.71,PLN,0
986,2024-12-14,2024-12-16,Urząd Skarbowy,Płatność Urząd Skarbowy,PL67606372482930694940247600,Millennium,9298095107,-8428.68,PLN,Wspólne,-26330602.39,PLN,0
987,2024-12-15,2024-12-17,Booking.com,Płatność Booking.com,PL26155324968375124297544642,PKO BP,2761422687,-641.53,EUR,Konto w USD,-26331243.92,EUR,0
988,2024-12-17,2024-12-18,PokerStars,Płatność PokerStars,PL71858176896541551900053404,Santander,7409684195,-1194.78,EUR,Konto w USD,-26332438.7,EUR,1
989,2024-12-18,2024-12-19,Urząd Skarbowy,Płatność Urząd Skarbowy,PL96500966467592899774292551,Santander,1308819343,-7407.74,PLN,Konto w EUR,-26339846.44,PLN,0
990,2024-12-22,2024-12-22,Booking.com,Płatność Booking.com,PL21292148478396230960443364,Millennium,2486256264,-511.25,EUR,Moje,-26340357.69,EUR,0
991,2024-12-24,2024-12-25,Auto Komis Katowice,Płatność Auto Komis Katowice,PL37723082205873860535424241,Santander,8673486724,-54785.36,PLN,Wspólne,-26395143.05,PLN,1
992,2024-12-25,2024-12-25,Allegro,Płatność Allegro,PL66220955691217925174354822,ING,1142412001,-84.13,PLN,Moje,-26395227.18,PLN,0
993,2024-12-27,2024-12-29,Booking.com,Płatność Booking.com,PL57652686922591827364413606,Millennium,5153308001,-262.75,EUR,Konto w EUR,-26395489.93,EUR,0
994,2024-12-27,2024-12-27,PGNiG,Płatność PGNiG,PL21541588349825143355357202,mBank,3592909888,-134.67,PLN,Moje,-26395624.6,PLN,0
995,2024-12-28,2024-12-30,Zabka,Płatność Zabka,PL70934520047830579213402922,ING,8831074656,-175.52,PLN,Konto w USD,-26395800.12,PLN,0
996,2024-12-29,2024-12-31,Biuro Notarialne,Płatność Biuro Notarialne,PL23859130239477937721608106,mBank,3066770841,-8074.19,PLN,Moje,-26403874.31,PLN,0
997,2024-12-29,2024-12-30,Firma XYZ,Płatność Firma XYZ,PL68939885076435154439274434,Santander,3861765594,7181.28,PLN,Konto w USD,-26396693.03,PLN,0
998,2024-12-30,2024-12-30,Orlen,Płatność Orlen,PL16971838422072793882927123,PKO BP,4271371164,-136.3,PLN,Konto w USD,-26396829.33,PLN,0
999,2024-12-31,2025-01-01,STS.pl,Płatność STS.pl,PL36840246432843417646384971,ING,8724235153,-921.46,PLN,Konto w USD,-26397750.79,PLN,1
